name,power,shutdown,lat,lon,elevation,type,mox
KOLA-1,1375.0,2100-01,67.465609,32.478782,155.8,PWR,0
KOLA-2,1375.0,2100-01,67.465439,32.480163,155.8,PWR,0
KOLA-3,1375.0,2100-01,67.464983,32.483542,155.8,PWR,0
KOLA-4,1375.0,2100-01,67.464683,32.485795,155.8,PWR,0
KORI-1,1729.0,2017-06,35.3212,129.295,34.2,PWR,0
KORI-2,1882.0,2100-01,35.3212,129.296,31.3,PWR,0
KORI-3,2912.0,2100-01,35.3212,129.297,31.3,PWR,0
KORI-4,2912.0,2100-01,35.3212,129.298,31.3,PWR,0
KOZLODUY-3,1375.0,2006-12,43.746647,23.769614,80.9,PWR,0
KOZLODUY-4,1375.0,2006-12,43.746647,23.769614,80.9,PWR,0
KOZLODUY-5,3000.0,2100-01,43.746171,23.768749,80.9,PWR,0
KOZLODUY-6,3120.0,2100-01,43.74764,23.769612,80.9,PWR,0
KRSKO,1994.0,2100-01,45.938291,15.515425,297.0,PWR,0
KRUEMMEL,3690.0,2011-08,53.4104,10.4097,68.2,BWR,0
KUDANKULAM-1,3000.0,2100-01,8.169114,77.713998,-63.9,PWR,0
KUDANKULAM-2,3000.0,2100-01,8.168648,77.711869,-63.9,PWR,0
KUOSHENG-1,2894.0,2021-07,25.20274,121.66301,88.9,BWR,0
KUOSHENG-2,2894.0,2100-01,25.20287,121.66194,88.9,BWR,0
KURSK-1,3200.0,2100-01,51.678439,35.608686,172.0,LWGR,0
KURSK-2,3200.0,2100-01,51.677454,35.606878,172.0,LWGR,0
KURSK-3,3200.0,2100-01,51.675852,35.60399,172.0,LWGR,0
KURSK-4,3200.0,2100-01,51.675328,35.602998,172.0,LWGR,0
LAGUNA VERDE-1,2317.0,2100-01,19.718604,-96.406356,-12.6,BWR,0
LAGUNA VERDE-2,2317.0,2100-01,19.719777,-96.405956,-12.6,BWR,0
LASALLE-1,3546.0,2100-01,41.245852,-88.668225,170.5,BWR,0
LASALLE-2,3546.0,2100-01,41.245404,-88.668211,170.5,BWR,0
LEIBSTADT,3600.0,2100-01,47.601577,8.18266,432.8,BWR,0
LENINGRAD 2-1,3200.0,2100-01,59.830122,29.055833,32.7,PWR,0
LENINGRAD-1,3200.0,2018-12,59.8403,29.0274,32.7,LWGR,0
LENINGRAD-2,3200.0,2020-11,59.8403,29.0284,32.7,LWGR,0
LENINGRAD-3,3200.0,2100-01,59.8391,29.034044,32.7,LWGR,0
LENINGRAD-4,3200.0,2100-01,59.840953,29.035586,32.7,LWGR,0
LIMERICK-1,3515.0,2100-01,40.224213,-75.58772,25.6,BWR,0
LIMERICK-2,3515.0,2100-01,40.224197,-75.587039,25.6,BWR,0
LINGAO-1,2905.0,2100-01,22.60547,114.551939,40.0,PWR,0
LINGAO-2,2905.0,2100-01,22.604906,114.551328,40.0,PWR,0
LINGAO-3,2905.0,2100-01,22.608848,114.554689,-3.4,PWR,0
LINGAO-4,2905.0,2100-01,22.608277,114.554086,-3.4,PWR,0
LOVIISA-1,1500.0,2100-01,60.370352,26.345822,15.7,PWR,0
LOVIISA-2,1500.0,2100-01,60.371214,26.346536,15.7,PWR,0
MAANSHAN-1,2822.0,2100-01,21.95758,120.7523,21.95833,PWR,0
MAANSHAN-2,2822.0,2100-01,21.95853,120.75151,21.95833,PWR,0
MADRAS-1,801.0,2100-01,11.522399,79.750773,-90.5,PHWR,0
MADRAS-2,801.0,2100-01,11.521338,79.750961,-90.5,PHWR,0
MCGUIRE-1,3411.0,2100-01,35.433282,-80.948773,35.4325,PWR,0
MCGUIRE-2,3411.0,2100-01,35.433123,-80.94785,35.4325,PWR,0
MIHAMA-1,1031.0,2015-04,35.7013,135.962,34.9,PWR,0
MIHAMA-2,1456.0,2015-04,35.7008,135.962,34.9,PWR,0
MIHAMA-3,2440.0,2100-01,35.703908,135.960151,34.9,PWR,0
MILLSTONE-2,2700.0,2100-01,41.309736,-72.167566,-33.1,PWR,0
MILLSTONE-3,3650.0,2100-01,41.311461,-72.167678,-27.9,PWR,0
MOCHOVCE-1,1471.0,2100-01,48.258895,18.45827,271.2,PWR,0
MOCHOVCE-2,1471.0,2100-01,48.259802,18.458163,271.2,PWR,0
MONTICELLO,2004.0,2100-01,45.333673,-93.849064,262.3,BWR,0
MUEHLEBERG,1097.0,2019-12,46.969,7.26622,569.0,BWR,0
NARORA-1,801.0,2100-01,28.158204,78.410337,128.9,PHWR,0
NARORA-2,801.0,2100-01,28.157591,78.410968,128.9,PHWR,0
NECKARWESTHEIM-1,2497.0,2011-08,49.0394,9.17555,255.1,PWR,1
NECKARWESTHEIM-2,3850.0,2100-01,49.040609,9.175708,255.1,PWR,0
NINE MILE POINT-1,1850.0,2100-01,43.521546,-76.410651,35.9,BWR,0
NINE MILE POINT-2,3988.0,2100-01,43.521947,-76.408373,35.0,BWR,0
NINGDE-1,2905.0,2100-01,27.046761,120.288888,48.3,PWR,0
NINGDE-2,2905.0,2100-01,27.046386,120.288117,48.3,PWR,0
NINGDE-3,2905.0,2100-01,27.045049,120.285565,48.3,PWR,0
NINGDE-4,2905.0,2100-01,27.044692,120.284724,11.5,PWR,0
NOGENT-1,3817.0,2100-01,48.516918,3.519415,115.1,PWR,0
NOGENT-2,3817.0,2100-01,48.517152,3.517172,115.1,PWR,0
NORTH ANNA-1,2940.0,2100-01,38.060601,-77.789606,57.8,PWR,0
NORTH ANNA-2,2940.0,2100-01,38.060332,-77.790506,57.8,PWR,0
NOVOVORONEZH 2-1,3200.0,2100-01,51.265595,39.21175,122.6,PWR,0
NOVOVORONEZH 2-2,3200.0,2100-01,51.264034,39.210783,122.6,PWR,0
NOVOVORONEZH-3,1375.0,2016-12,51.274223,39.200776,122.6,PWR,0
NOVOVORONEZH-4,1375.0,2100-01,51.27478,39.201115,122.6,PWR,0
NOVOVORONEZH-5,3000.0,2100-01,51.281704,39.210064,122.6,PWR,0
OBRIGHEIM,1050.0,2005-05,49.364444,9.076389,274.9,PWR,0
OCONEE-1,2568.0,2100-01,34.794723,-82.899106,229.6,PWR,0
OCONEE-2,2568.0,2100-01,34.794127,-82.898841,229.6,PWR,0
OCONEE-3,2568.0,2100-01,34.793389,-82.898518,229.6,PWR,0
OHI-1,3423.0,2018-03,35.5437,135.652,54.1,PWR,0
OHI-2,3423.0,2018-03,35.5432,135.652,54.1,PWR,0
OHI-3,3423.0,2100-01,35.541028,135.652786,54.1,PWR,0
OHI-4,3423.0,2100-01,35.54028,135.65167,54.1,PWR,0
OLDBURY A-1,730.0,2012-02,51.6492,-2.56709,59.7,GCR,0
OLDBURY A-2,660.0,2011-06,51.6488,-2.56709,59.7,GCR,0
OLKILUOTO-1,2500.0,2100-01,61.236023,21.44289,20.9,BWR,0
OLKILUOTO-2,2500.0,2100-01,61.23696,21.446309,20.9,BWR,0
ONAGAWA-1,1593.0,2018-12,38.4,141.504,62.5,BWR,0
ONAGAWA-2,2436.0,2100-01,38.399814,141.502086,62.5,BWR,0
ONAGAWA-3,2436.0,2100-01,38.401288,141.49968,62.5,BWR,0
OSKARSHAMN-1,1375.0,2017-06,57.4146,16.6658,31.4,BWR,0
OSKARSHAMN-2,1800.0,2016-12,57.4146,16.6668,31.4,BWR,0
OSKARSHAMN-3,3900.0,2100-01,57.41653,16.673005,31.4,BWR,0
OYSTER CREEK,1930.0,2018-09,39.8146,-74.2077,-27.6,BWR,0
PAKS-1,1485.0,2100-01,46.575752,18.852617,137.6,PWR,0
PAKS-2,1485.0,2100-01,46.574911,18.852617,137.6,PWR,0
PAKS-3,1485.0,2100-01,46.573295,18.85264,137.6,PWR,0
PAKS-4,1485.0,2100-01,46.572431,18.85264,137.6,PWR,0
PALISADES,2565.0,2100-01,42.32278,-86.314082,178.8,PWR,0
PALO VERDE-1,3990.0,2100-01,33.389801,-112.862713,260.9,PWR,0
PALO VERDE-2,3990.0,2100-01,33.387334,-112.8652713,260.9,PWR,0
PALO VERDE-3,3990.0,2100-01,33.38419,-112.8665702,260.9,PWR,0
PALUEL-1,3817.0,2100-01,49.857923,0.632555,86.9,PWR,0
PALUEL-2,3817.0,2100-01,49.857731,0.634624,86.9,PWR,0
PALUEL-3,3817.0,2100-01,49.857553,0.636761,86.9,PWR,0
PALUEL-4,3817.0,2100-01,49.857405,0.638922,86.9,PWR,0
PEACH BOTTOM-2,3951.0,2100-01,39.758638,-76.269064,37.8,BWR,0
PEACH BOTTOM-3,3951.0,2100-01,39.759365,-76.269537,37.8,BWR,0
PENLY-1,3817.0,2100-01,49.975492,1.21112,83.7,PWR,0
PENLY-2,3817.0,2100-01,49.976485,1.212645,83.7,PWR,0
PERRY-1,3758.0,2100-01,41.80122,-81.14317,150.8,BWR,0
PHENIX,345.0,2010-02,44.15019836024613,4.6999727934581434,258.9,FBR,1
PHILIPPSBURG-1,2575.0,2011-08,49.2526,8.43235,145.1,BWR,0
PHILIPPSBURG-2,3950.0,2019-12,49.2526,8.43335,145.1,PWR,1
PICKERING-1,1744.0,2100-01,43.810332,-79.070327,46.6,PHWR,0
PICKERING-4,1744.0,2100-01,43.809767,-79.067527,46.6,PHWR,0
PICKERING-5,1744.0,2100-01,43.809325,-79.065381,46.6,PHWR,0
PICKERING-6,1744.0,2100-01,43.809155,-79.064565,46.6,PHWR,0
PICKERING-7,1744.0,2100-01,43.808899,-79.063353,46.6,PHWR,0
PICKERING-8,1744.0,2100-01,43.808737,-79.062548,46.6,PHWR,0
PILGRIM-1,2028.0,2019-05,41.9449,-70.5776,-24.2,BWR,0
POINT BEACH-1,1800.0,2100-01,44.28069,-87.536311,142.7,PWR,0
POINT BEACH-2,1800.0,2100-01,44.281184,-87.536619,142.7,PWR,0
POINT LEPREAU,2180.0,2100-01,45.06861,-66.454353,-17.6,PHWR,0
PRAIRIE ISLAND-1,1677.0,2100-01,44.621561,-92.632444,186.9,PWR,0
PRAIRIE ISLAND-2,1677.0,2100-01,44.621554,-92.633356,186.9,PWR,0
QINSHAN 2-1,1930.0,2100-01,30.421087,120.943985,11.4,PWR,0
QINSHAN 2-2,1930.0,2100-01,30.421714,120.943452,11.4,PWR,0
QINSHAN 2-3,1930.0,2100-01,30.418834,120.94085,10.5,PWR,0
QINSHAN 2-4,1930.0,2100-01,30.419471,120.940225,10.5,PWR,0
QINSHAN 3-1,2064.0,2100-01,30.436152,120.958693,11.4,PHWR,0
QINSHAN 3-2,2064.0,2100-01,30.436407,120.957157,10.5,PHWR,0
QINSHAN-1,966.0,2100-01,30.440205,120.949695,11.4,PWR,0
QUAD CITIES-1,2957.0,2100-01,41.726185,-90.309932,147.2,BWR,0
QUAD CITIES-2,2957.0,2100-01,41.726624,-90.309949,147.2,BWR,0
RAJASTHAN-1,346.0,2100-01,24.877062,75.61034,312.1,PHWR,0
RAJASTHAN-2,693.0,2100-01,24.876262,75.610748,312.1,PHWR,0
RAJASTHAN-3,801.0,2100-01,24.873298,75.617881,312.1,PHWR,0
RAJASTHAN-4,801.0,2100-01,24.873623,75.61863,312.1,PHWR,0
RAJASTHAN-5,801.0,2100-01,24.872136,75.622842,312.1,PHWR,0
RAJASTHAN-6,801.0,2100-01,24.872849,75.623188,312.1,PHWR,0
RINGHALS-1,2540.0,2020-12,57.259,12.1112,31.9,BWR,0
RINGHALS-2,2652.0,2019-12,57.259,12.1122,31.9,PWR,0
RINGHALS-3,3135.0,2100-01,57.257932,12.107453,31.9,PWR,0
RINGHALS-4,3300.0,2100-01,57.256601,12.108982,31.9,PWR,0
RIVER BEND-1,3091.0,2100-01,30.757432,-91.331878,4.6,BWR,0
ROBINSON-2,2339.0,2100-01,34.403054,-80.158518,39.1,PWR,0
ROSTOV-1,3200.0,2100-01,47.599236,42.371556,48.7,PWR,0
ROSTOV-2,3200.0,2100-01,47.600463,42.372633,48.7,PWR,0
ROSTOV-3,3000.0,2100-01,47.60167,42.373623,48.7,PWR,0
ROSTOV-4,3000.0,2100-01,47.602906,42.374685,48.7,PWR,0
ROVNO-1,1375.0,2100-01,51.32707,25.890642,198.8,PWR,0
ROVNO-2,1375.0,2100-01,51.32657,25.891926,217.4,PWR,0
ROVNO-3,3000.0,2100-01,51.32462,25.895292,217.4,PWR,0
ROVNO-4,3000.0,2100-01,51.3236,25.897939,217.4,PWR,0
SALEM-1,3459.0,2100-01,39.462535,-75.535579,-34.3,PWR,0
SALEM-2,3459.0,2100-01,39.463423,-75.535699,-34.3,PWR,0
SAN ONOFRE-2,3438.0,2013-06,33.3673,-117.556,-15.7,PWR,0
SAN ONOFRE-3,3438.0,2013-06,33.3668,-117.556,-15.7,PWR,0
SANMEN-1,3400.0,2100-01,29.102864,121.636742,13.5,PWR,0
SANMEN-2,3400.0,2100-01,29.102338,121.63868,13.5,PWR,0
SANTA MARIA DE GARONA,1381.0,2017-08,42.7753,-3.20535,633.3,BWR,0
SEABROOK-1,3648.0,2100-01,42.898854,-70.849382,-21.5,PWR,0
SENDAI-1,2660.0,2100-01,31.833144,130.190261,44.0,PWR,0
SENDAI-2,2660.0,2100-01,31.834243,130.190277,44.0,PWR,0
SEQUOYAH-1,3455.0,2100-01,35.22665,-85.091191,205.9,PWR,0
SEQUOYAH-2,3455.0,2100-01,35.226048,-85.091536,205.9,PWR,0
SHIKA-1,1593.0,2100-01,37.06077,136.726841,73.9,BWR,0
SHIKA-2,3926.0,2100-01,37.061437,136.726777,56.8,BWR,0
SHIMANE-1,1380.0,2015-04,35.538108,133.000087,101.8,BWR,0
SHIMANE-2,2436.0,2100-01,35.538167,132.998288,101.8,BWR,0
SHIN-KORI-1,2825.0,2100-01,35.3271355679,129.301743507,32.6,PWR,0
SHIN-KORI-2,2825.0,2100-01,35.3271355679,129.301743507,32.6,PWR,0
SHIN-KORI-3,3983.0,2100-01,35.3271355679,129.301743507,32.6,PWR,0
SHIN-KORI-4,3983.0,2100-01,35.3271355679,129.301743507,32.6,PWR,0
SHIN-WOLSONG-1,2825.0,2100-01,35.72153,129.47775,106.0,PWR,0
SHIN-WOLSONG-2,2825.0,2100-01,35.72254,129.47813,106.0,PWR,0
SIZEWELL A-1,1010.0,2006-12,52.2149,1.62269,48.4,GCR,0
SIZEWELL A-2,1010.0,2006-12,52.2149,1.62269,48.4,GCR,0
SIZEWELL B,3425.0,2100-01,52.2149,1.62269,48.4,PWR,0
SMOLENSK-1,3200.0,2100-01,54.167975,33.239474,225.5,LWGR,0
SMOLENSK-2,3200.0,2100-01,54.167297,33.238919,225.5,LWGR,0
SMOLENSK-3,3200.0,2100-01,54.164687,33.236784,225.5,LWGR,0
SOUTH TEXAS-1,3853.0,2100-01,28.795184,-96.048343,-20.4,PWR,0
SOUTH TEXAS-2,3853.0,2100-01,28.795223,-96.050243,-20.4,PWR,0
SOUTH UKRAINE-1,3000.0,2100-01,47.811983,31.216689,135.3,PWR,0
SOUTH UKRAINE-2,3000.0,2100-01,47.812009,31.218661,135.3,PWR,0
SOUTH UKRAINE-3,3000.0,2100-01,47.812163,31.221683,135.3,PWR,0
ST. ALBAN-1,3817.0,2100-01,45.404815,4.754736,193.0,PWR,0
ST. ALBAN-2,3817.0,2100-01,45.403467,4.755777,193.0,PWR,0
ST. LAURENT B-1,2785.0,2100-01,47.720412,1.577433,130.4,PWR,1
ST. LAURENT B-2,2785.0,2100-01,47.720734,1.578499,130.4,PWR,1
ST. LUCIE-1,3020.0,2100-01,27.348348,-80.246047,-32.4,PWR,0
ST. LUCIE-2,3020.0,2100-01,27.34912,-80.246509,-31.7,PWR,0
STADE,1900.0,2003-11,53.62,9.530833,42.0,PWR,0
SUMMER-1,2900.0,2100-01,34.298501,-81.315161,88.4,BWR,0
SURRY-1,2587.0,2100-01,37.166357,-76.698258,-35.3,PWR,0
SURRY-2,2587.0,2100-01,37.166025,-76.697402,-35.3,PWR,0
SUSQUEHANNA-1,3952.0,2100-01,41.091651,-76.145882,256.1,PWR,0
SUSQUEHANNA-2,3952.0,2100-01,41.09209,-76.145875,256.1,BWR,0
TAISHAN-1,4590.0,2100-01,21.919271,112.982607,82.5,PWR,0
TAISHAN-2,4590.0,2100-01,21.91798,112.980617,82.5,PWR,0
TAKAHAMA-1,2440.0,2100-01,35.522838,135.506387,110.1,PWR,0
TAKAHAMA-2,2440.0,2100-01,35.522838,135.506387,110.1,PWR,0
TAKAHAMA-3,2660.0,2100-01,35.521972,135.501832,110.1,PWR,0
TAKAHAMA-4,2660.0,2100-01,35.522552,135.500717,110.1,PWR,0
TARAPUR-1,530.0,2100-01,19.834542,72.655784,-65.4,BWR,0
TARAPUR-2,530.0,2100-01,19.834313,72.655912,-65.4,BWR,0
TARAPUR-3,1730.0,2100-01,19.829825,72.660956,-65.4,PHWR,0
TARAPUR-4,1730.0,2100-01,19.828732,72.661542,-65.4,PHWR,0
TEMELIN-1,3120.0,2100-01,49.179885,14.377169,0.0,PWR,0
TEMELIN-2,3120.0,2100-01,49.180544,14.375244,528.8,PWR,0
THREE MILE ISLAND-1,2568.0,2019-09,40.1539,-76.727,53.0,PWR,0
TIANWAN-1,3000.0,2100-01,34.687291,119.460801,238.3,PWR,0
TIANWAN-2,3000.0,2100-01,34.688224,119.459036,238.3,PWR,0
TIANWAN-3,3000.0,2100-01,34.689179,119.457197,91.3,PWR,0
TIANWAN-4,3000.0,2100-01,34.690104,119.45545,91.3,PWR,0
TIHANGE-1,2873.0,2100-01,50.534575,5.27132,126.2,PWR,0
TIHANGE-2,3064.0,2100-01,50.535312,5.27325,126.2,PWR,1
TIHANGE-3,3000.0,2100-01,50.534647,5.27726,126.2,PWR,0
TOKAI-2,3293.0,2100-01,36.464261,140.60726,44.3,BWR,0
TOMARI-1,1650.0,2100-01,43.034318,140.514618,50.0,PWR,0
TOMARI-2,1650.0,2100-01,43.036676,140.513631,50.0,PWR,0
TOMARI-3,2660.0,2100-01,43.037969,140.512652,125.5,PWR,0
TORNESS-1,1623.0,2100-01,55.968162,-2.410493,64.3,GCR,0
TORNESS-2,1623.0,2100-01,55.968182,-2.409214,64.3,GCR,0
TRICASTIN-1,2785.0,2100-01,44.329751,4.731631,105.1,PWR,1
TRICASTIN-2,2785.0,2100-01,44.330495,4.731524,105.1,PWR,1
TRICASTIN-3,2785.0,2100-01,44.331585,4.731384,105.1,PWR,1
TRICASTIN-4,2785.0,2100-01,44.332299,4.731298,105.1,PWR,1
TRILLO-1,3010.0,2100-01,40.701561,-2.622724,905.4,PWR,0
TSURUGA-1,1070.0,2015-04,35.672469,136.079132,107.9,BWR,0
TSURUGA-2,3411.0,2100-01,35.75285,136.017965,107.9,PWR,0
TURKEY POINT-3,2644.0,2100-01,25.434833,-80.33094,-27.2,PWR,0
TURKEY POINT-4,2644.0,2100-01,25.434193,-80.330923,-27.2,PWR,0
UNTERWESER,3900.0,2011-08,53.4286,8.47681,39.9,PWR,1
VANDELLOS-2,2941.0,2100-01,40.950711,0.865152,97.3,PWR,0
VERMONT YANKEE,1912.0,2014-12,42.7787,-72.5143,47.9,PWR,0
VOGTLE-1,3626.0,2100-01,33.141965,-81.763084,35.2,PWR,0
VOGTLE-2,3626.0,2100-01,33.14196,-81.761969,35.2,PWR,0
WATERFORD-3,3716.0,2100-01,29.995307,-90.471043,-26.0,PWR,0
WATTS BAR-1,3459.0,2100-01,35.603041,-84.789467,222.5,PWR,0
WATTS BAR-2,3411.0,2100-01,35.602939,-84.790265,222.5,PWR,0
WOLF CREEK,3565.0,2100-01,38.238973,-95.689522,304.0,PWR,0
WOLSONG-1,2061.0,2019-12,35.70946,129.4731,110.6,PHWR,0
WOLSONG-2,2061.0,2100-01,35.71063,129.47404,110.6,PHWR,0
WOLSONG-3,2061.0,2100-01,35.71227,129.47547,110.6,PHWR,0
WOLSONG-4,2061.0,2100-01,35.71331,129.4764,110.6,PHWR,0
WYLFA-1,1650.0,2015-12,53.4159,-4.48044,69.6,GCR,0
WYLFA-2,1920.0,2012-04,53.4154,-4.48044,69.6,GCR,0
YANGJIANG-1,2905.0,2100-01,21.707461,112.259062,-8.1,PWR,0
YANGJIANG-2,2905.0,2100-01,21.708068,112.259541,-8.1,PWR,0
YANGJIANG-3,2905.0,2100-01,21.709726,112.261103,114.1,PWR,0
YANGJIANG-4,2905.0,2100-01,21.710278,112.261827,114.1,PWR,0
YANGJIANG-5,2905.0,2100-01,21.711724,112.263144,114.1,PWR,0
YANGJIANG-6,2905.0,2100-01,21.71231,112.263792,114.1,PWR,0
ZAPOROZHYE-1,3000.0,2100-01,47.508241,34.58463,43.5,PWR,0
ZAPOROZHYE-2,3000.0,2100-01,47.509574,34.585375,43.5,PWR,0
ZAPOROZHYE-3,3000.0,2100-01,47.510932,34.58612,43.5,PWR,0
ZAPOROZHYE-4,3000.0,2100-01,47.512252,34.586864,43.5,PWR,0
ZAPOROZHYE-5,3000.0,2100-01,47.513547,34.58759,38.9,PWR,0
ZAPOROZHYE-6,3000.0,2100-01,47.514917,34.588353,38.9,PWR,0
